player_name,season,raptor_offense,raptor_defense,raptor_total,war_total
Gigi Datome,2015,1.04914003,-0.898851024,0.150289006,0.346000416
Brandon Davies,2014,-3.383135113,0.72791799,-2.655217123,0.027964199
Brandon Davies,2015,-1.78020254,-2.418077995,-4.198280535,-0.321260883
Anthony Davis,2014,1.210109966,2.284343543,3.49445351,7.517069392
Anthony Davis,2015,3.840856691,4.708205134,8.549061825,15.16301555
Anthony Davis,2016,0.307322345,2.280605087,2.587927432,5.925508444
Anthony Davis,2017,0.581632221,4.449178164,5.030810385,10.80842731
Anthony Davis,2018,1.259732435,4.00413267,5.263865105,12.81229307
Anthony Davis,2019,4.105122105,3.275084908,7.380207013,9.609615264
Deyonta Davis,2017,-3.948734993,2.318197089,-1.630537904,0.141474093
Deyonta Davis,2018,-1.065143576,-3.121627977,-4.186771552,-0.689934974
Deyonta Davis,2019,-4.039434097,3.099786981,-0.939647117,0.10858294
Ed Davis,2014,-1.302797157,2.075845355,0.773048198,1.755741707
Ed Davis,2015,1.207631462,0.36950531,1.577136772,4.021977666
Ed Davis,2016,0.670489154,1.249485621,1.919974774,4.457916388
Ed Davis,2017,-2.661586334,-2.977642725,-5.63922906,-1.161543939
Ed Davis,2018,-0.551629189,1.301775671,0.750146482,2.71531587
Ed Davis,2019,-0.747163493,1.469129107,0.721965614,2.616817004
Glen Davis,2014,-3.157340349,0.325585802,-2.831754547,-0.046484845
Glen Davis,2015,-5.591785555,1.308395638,-4.283389917,-0.822670825
Tyler Davis,2019,-40.82592091,61.11388186,20.28796095,0.01142252
Andre Dawkins,2015,-11.83037676,-0.108561314,-11.93893807,-0.102565477
Branden Dawson,2016,-3.299386046,-17.03257188,-20.33195793,-0.257225065
Austin Daye,2014,-0.095322482,-2.639634935,-2.734957416,-0.002301804
Austin Daye,2015,-4.287020122,-0.568581191,-4.855601314,-0.371789442
Nando De Colo,2014,0.156262902,-2.228563865,-2.072300963,0.171826388
Dewayne Dedmon,2014,-2.312134836,1.189751671,-1.122383165,0.33703573
Dewayne Dedmon,2015,-3.241148703,1.676289025,-1.564859678,0.5113155
Dewayne Dedmon,2016,-1.024454829,1.089795794,0.065340966,1.015862264
Dewayne Dedmon,2017,-1.693167983,3.763519193,2.07035121,3.508942943
Dewayne Dedmon,2018,-1.522958882,1.11102808,-0.411930802,1.840296146
Dewayne Dedmon,2019,-0.891659562,1.146982037,0.255322475,2.466204847
Bryce Dejean-Jones,2016,-2.857573943,-0.712378313,-3.569952256,-0.116591272
Sam Dekker,2016,-6.401522294,6.578198282,0.176675987,0.009066483
Sam Dekker,2017,-0.508393917,0.009445873,-0.498948044,1.658242341
Sam Dekker,2018,-1.826652782,0.892909439,-0.933743343,0.814566641
Sam Dekker,2019,-1.339908091,-1.842995293,-3.182903384,-0.174591029
Malcolm Delaney,2017,-3.263123879,0.21979026,-3.043333619,-0.20392578
Malcolm Delaney,2018,-1.452120296,0.170040227,-1.282080069,0.759370284
Angel Delgado,2019,-8.743579986,10.36188648,1.618306498,0.033324859
Matthew Dellavedova,2014,0.94074832,0.570562556,1.511310876,2.770166802
Matthew Dellavedova,2015,-0.814091939,-0.664828023,-1.478919962,1.247288409
Matthew Dellavedova,2016,0.384791291,0.416742311,0.801533602,3.79037166
Matthew Dellavedova,2017,-1.243733596,-1.751582139,-2.995315735,-0.255296765
Matthew Dellavedova,2018,-1.50290407,-3.111319015,-4.614223085,-0.74614731
Matthew Dellavedova,2019,0.116099336,-0.685849002,-0.569749666,0.897827177
Luol Deng,2014,0.289138911,0.599843084,0.888981995,4.110450554
Luol Deng,2015,1.757803189,-0.060433159,1.69737003,5.489968951
Luol Deng,2016,0.304967056,0.86959317,1.174560227,5.928264607
Luol Deng,2017,-1.803579027,0.659721861,-1.143857165,1.212913741
Luol Deng,2018,-9.783115073,15.45823944,5.675124367,0.055758173
Luol Deng,2019,2.191795832,0.881437377,3.073233209,1.15962186
DeMar DeRozan,2014,1.86102878,-1.593099728,0.267929053,5.016133417
DeMar DeRozan,2015,0.132973731,-1.505872427,-1.372898696,1.584063446
DeMar DeRozan,2016,1.829736196,-3.143568186,-1.31383199,2.523233531
DeMar DeRozan,2017,2.101773017,-1.921425406,0.180347612,4.455533563
DeMar DeRozan,2018,3.436636552,-2.129783552,1.306852999,6.305071965
DeMar DeRozan,2019,1.263006458,-1.084380094,0.178626364,4.370055795
Marcus Derrickson,2019,5.44688204,0.882154527,6.329036567,0.312243678
Cheick Diallo,2017,-2.881862931,-4.038266387,-6.920129318,-0.422398451
Cheick Diallo,2018,-2.274748856,-3.101832776,-5.376581632,-0.841587423
Cheick Diallo,2019,-1.869400078,-0.468058049,-2.337458127,0.189073896
Hamidou Diallo,2019,-2.005642308,-1.622405448,-3.628047756,-0.236464484
Boris Diaw,2014,1.05455945,0.379959909,1.434519359,5.572831395
Boris Diaw,2015,-0.459656593,-0.875995992,-1.335652585,1.573305486
Boris Diaw,2016,-0.095851667,0.423650635,0.327798968,2.438576107
Boris Diaw,2017,-2.587408752,-0.061959379,-2.649368131,0.089389165
Gorgui Dieng,2014,-3.527869507,0.359879409,-3.167990098,-0.173776578
Gorgui Dieng,2015,-1.236862535,-0.672575066,-1.909437601,0.938810755
Gorgui Dieng,2016,-0.724619912,0.408886331,-0.315733581,2.743097331
Gorgui Dieng,2017,-0.796801555,1.554553848,0.757752293,4.691925147
Gorgui Dieng,2018,-2.976413289,-1.322895947,-4.299309236,-1.102406879
Gorgui Dieng,2019,-1.321816934,0.682027159,-0.639789775,1.110506015
Spencer Dinwiddie,2015,-1.982404477,-0.737659563,-2.720064041,0.006867039
Spencer Dinwiddie,2016,-4.253574704,-1.748591664,-6.002166368,-0.264912714
Spencer Dinwiddie,2017,0.744401035,-0.717104872,0.027296162,1.876555758
Spencer Dinwiddie,2018,3.246510895,-0.738931329,2.507579566,6.073954975
Spencer Dinwiddie,2019,1.877261159,-0.762442134,1.114819025,4.016695672
Donte DiVincenzo,2019,-1.506700249,3.297772532,1.791072283,0.95661009
Luka Doncic,2019,3.095993803,-0.86982288,2.226170923,5.939360283
Joey Dorsey,2015,-2.946769938,0.666181655,-2.280588283,0.21898092
Tyler Dorsey,2018,-0.725697157,-2.049150413,-2.77484757,-0.012339941
Tyler Dorsey,2019,-0.600858466,-3.211257901,-3.812116367,-0.368539281
Damyean Dotson,2018,-1.529178387,1.602393171,0.073214785,0.68330573
Damyean Dotson,2019,-1.152779761,-1.214911025,-2.367690786,0.389369618
Chris Douglas-Roberts,2014,0.031513068,-0.925495282,-0.893982214,1.019994236
Chris Douglas-Roberts,2015,-3.471651526,-7.472224883,-10.94387641,-0.427869004
Toney Douglas,2014,-0.751680283,-1.926803484,-2.678483767,0.122935444
Toney Douglas,2015,-1.209862987,2.955003375,1.745140388,0.404272829
Toney Douglas,2016,0.943731872,-2.075593209,-1.131861338,1.043447181
Toney Douglas,2017,-2.044152681,-0.787143435,-2.831296115,-0.016191586
Milton Doyle,2018,-4.464219926,-2.071060043,-6.535279969,-0.239758387
PJ Dozier,2018,-27.2092965,19.29413367,-7.915162828,-0.007940283
PJ Dozier,2019,3.130533307,0.017308646,3.147841953,0.152473306
Goran Dragic,2014,4.826053679,0.191101625,5.017155304,10.5505868
Goran Dragic,2015,1.915690786,-1.596337057,0.319353729,4.178566724
Goran Dragic,2016,0.766840159,0.839999244,1.606839404,6.298059448
Goran Dragic,2017,2.518876645,-1.83017198,0.688704666,4.305855083
Goran Dragic,2018,1.360866161,-0.154822309,1.206043853,5.119657865
Goran Dragic,2019,1.205345062,-1.122524222,0.08282084,1.440870908
Zoran Dragic,2015,-4.015396534,-7.683437772,-11.69883431,-0.345805714
Larry Drew II,2015,-5.600876519,-1.561557878,-7.162434397,-0.495773778
Larry Drew II,2018,-4.805055961,-2.082894846,-6.887950807,-0.157921086
Andre Drummond,2014,1.321477285,0.220975065,1.54245235,5.72519476
Andre Drummond,2015,-0.766989889,0.419342419,-0.34764747,3.062689292
Andre Drummond,2016,-0.891007119,1.657789083,0.766781964,5.046424093
Andre Drummond,2017,-2.513356653,0.132458609,-2.380898044,0.452613768
Andre Drummond,2018,-0.635246755,0.72144643,0.086199674,3.831640022
Andre Drummond,2019,0.702011363,2.822136104,3.524147467,8.881571105
Jared Dudley,2014,-0.625114035,0.079829796,-0.545284239,1.993332053
Jared Dudley,2015,0.224313202,2.170560406,2.394873609,4.82804113
Jared Dudley,2016,1.260366253,0.87411652,2.134482774,5.233635527
Jared Dudley,2017,-0.83040372,2.31856967,1.48816595,2.962849237
Jared Dudley,2018,-0.193369124,-1.133193513,-1.326562638,0.498978956
Jared Dudley,2019,-0.584992689,2.605369031,2.020376342,3.155698521
Duje Dukan,2016,-7.430119872,-3.15564595,-10.58576582,-0.094396676
Tim Duncan,2014,-0.492345586,2.747567924,2.255222338,7.489080481
Tim Duncan,2015,0.356223139,3.399775037,3.755998176,8.215443114
Tim Duncan,2016,-0.467839622,5.240561419,4.772721797,6.747551492
Mike Dunleavy,2014,0.433375772,-0.087317112,0.34605866,4.348964536
Mike Dunleavy,2015,1.405851217,-0.278623317,1.127227899,4.477528593
Mike Dunleavy,2016,-0.78135306,-4.069097789,-4.850450849,-0.75718307
Mike Dunleavy,2017,-1.95370121,0.02758058,-1.92612063,0.383565005
Kris Dunn,2017,-3.312511614,0.024034945,-3.28847667,-0.364594476
Kris Dunn,2018,-1.652807654,0.457958813,-1.194848841,1.224853053
Kris Dunn,2019,-1.085383421,-0.671562286,-1.756945707,0.702422974
Kevin Durant,2014,7.126795864,-0.344671759,6.782124105,19.67229521
Kevin Durant,2015,6.591607282,1.344739983,7.936347265,5.054340422
Kevin Durant,2016,5.486769318,-0.038940584,5.447828734,14.0972277
Kevin Durant,2017,5.932598547,1.140458288,7.073056834,13.28639377
Kevin Durant,2018,5.897184335,-0.737240414,5.159943921,12.96123894
Kevin Durant,2019,5.22035192,-0.156450057,5.063901863,12.76032716
Trevon Duval,2019,10.98775289,-4.828940882,6.158812009,0.026414288
Cleanthony Early,2015,-4.719311752,-0.240197266,-4.959509018,-0.734165914
Cleanthony Early,2016,-4.667839714,-0.754794378,-5.422634092,-0.210253493
Jarell Eddie,2016,-1.837916489,-1.875277618,-3.713194108,-0.071951771
Jarell Eddie,2017,-1.201564863,-0.794040866,-1.995605729,0.024069793
Jarell Eddie,2018,-6.963725737,9.362186899,2.398461162,0.021811907
Shane Edwards,2014,-12.34534237,3.770586385,-8.574755982,-0.035443522
Vincent Edwards,2019,-2.091369426,-2.2832939,-4.374663326,-0.013086643
Henry Ellenson,2017,-4.72828481,-1.920889847,-6.649174657,-0.294611469
Henry Ellenson,2018,-4.519453305,-1.783313291,-6.302766596,-0.598677025
Henry Ellenson,2019,-0.783993151,-3.237114485,-4.021107636,-0.164043698
Wayne Ellington,2014,0.813751381,-2.554648269,-1.740896888,0.217427746
Wayne Ellington,2015,0.335071827,-0.502377451,-0.167305623,2.18970029
Wayne Ellington,2016,-1.859141365,-0.857162028,-2.716303392,0.02770107
Wayne Ellington,2017,1.661049956,-0.492914226,1.16813573,2.980229369
Wayne Ellington,2018,1.238678394,-2.228628819,-0.989950426,1.931034215
Wayne Ellington,2019,-0.233007305,-0.414817782,-0.647825087,1.553111211
Monta Ellis,2014,0.821124289,-0.857440332,-0.036316043,4.554127202
Monta Ellis,2015,1.060346445,0.498029246,1.558375691,6.477887981
Monta Ellis,2016,-0.462283272,0.060509005,-0.401774267,3.52887733
Monta Ellis,2017,-1.525547998,-0.536873862,-2.06242186,0.727304058
Melvin Ely,2014,-0.223520737,-7.539528497,-7.763049233,-0.067588803
Joel Embiid,2017,-1.501959739,5.600233816,4.098274078,2.792342633
Joel Embiid,2018,0.384851513,3.941477194,4.326328707,8.01277715
Joel Embiid,2019,2.686678599,4.84082089,7.527499489,13.30610109
James Ennis III,2015,-0.089493094,-1.186841605,-1.276334699,0.787466469
James Ennis III,2016,0.419239082,-1.812968099,-1.393729018,0.228933786
James Ennis III,2017,-1.712986358,0.305281388,-1.40770497,1.065242373
James Ennis III,2018,-1.224449436,0.869655627,-0.35479381,1.957958518
James Ennis III,2019,-1.326425683,-1.944100919,-3.270526602,-0.370635971
Tyler Ennis,2015,-3.41403253,-1.269281055,-4.683313586,-0.432883167
Tyler Ennis,2016,-1.903010228,-1.087443289,-2.990453517,-0.079898957
Tyler Ennis,2017,-0.301269239,2.076218025,1.774948786,1.345664325
Tyler Ennis,2018,-1.129553259,0.519531787,-0.610021472,0.743964667
Drew Eubanks,2019,-3.871943356,-0.83507942,-4.707022776,-0.112343449
Jawun Evans,2018,-3.038265752,1.46402929,-1.574236462,0.469441371
Jawun Evans,2019,-7.782499369,0.760087915,-7.022411454,-0.142374106
Jacob Evans,2019,-5.150322376,-2.351205233,-7.501527609,-0.538607255
Jeremy Evans,2014,0.198624948,1.110773704,1.309398652,2.488849292
Jeremy Evans,2015,2.143015607,2.84671161,4.989727217,1.038260106
Jeremy Evans,2016,-3.453654434,0.914520341,-2.539134093,0.027047121
Jeremy Evans,2018,-3.022780567,-24.93354861,-27.95632918,-0.068182387
Reggie Evans,2014,-3.62589797,0.382770911,-3.243127059,-0.234425991
Reggie Evans,2015,-1.643584663,-0.919309703,-2.562894366,0.072620158
Tyreke Evans,2014,1.242720397,-0.816477862,0.426242535,3.265940852
Tyreke Evans,2015,2.419939854,-1.581917294,0.83802256,5.121457164
Tyreke Evans,2016,1.937312065,-0.478769206,1.45854286,1.631414453
Tyreke Evans,2017,-0.274095705,-0.899456858,-1.173552563,0.630647835
Tyreke Evans,2018,4.44544926,-0.573010413,3.872438847,5.391137972
Tyreke Evans,2019,-0.581373031,0.364619341,-0.21675369,1.933044785
Dante Exum,2015,-2.844905831,-0.761782029,-3.60668786,-0.786954475
Dante Exum,2017,-1.888438013,0.84254843,-1.045889583,1.138286817
Dante Exum,2018,0.132494499,0.979531559,1.112026058,0.696630667
Dante Exum,2019,-0.710550123,-0.013893065,-0.724443188,0.685518339
Festus Ezeli,2015,-2.966074818,0.265415527,-2.700659291,0.029057223
Festus Ezeli,2016,-2.269898004,2.349768352,0.079870348,1.399556162
Kenneth Faried,2014,1.235652641,-2.428060982,-1.192408341,1.740790342
Kenneth Faried,2015,0.644091707,-0.131802103,0.512289604,3.48187599
Kenneth Faried,2016,0.93562198,-2.598189476,-1.662567496,0.939223857
Kenneth Faried,2017,1.062532559,-0.416018488,0.646514072,2.247687321
Kenneth Faried,2018,-1.303377654,-2.085742063,-3.389119717,-0.149949773
Kenneth Faried,2019,0.390434584,0.007846967,0.398281552,1.268501995
Jordan Farmar,2014,0.415100143,-0.534757688,-0.119657545,1.235694545
Jordan Farmar,2015,-2.069879132,0.227726625,-1.842152507,0.245683375
Jordan Farmar,2016,0.290077414,-0.162149267,0.127928147,0.59315003
Jordan Farmar,2017,1.762510915,-4.169914029,-2.407403114,0.00608556
Vitor Faverani,2014,-5.510535015,1.389937957,-4.120597059,-0.34223719
Derrick Favors,2014,-0.956477047,0.438346098,-0.518130949,2.497842488
Derrick Favors,2015,0.106758937,2.146911181,2.253670118,5.782719767
Derrick Favors,2016,0.594607964,3.107433025,3.702040989,6.481005794
Derrick Favors,2017,-2.84141503,0.297712355,-2.543702675,0.149039615
Derrick Favors,2018,0.077946862,1.804889204,1.882836066,5.74599376
Derrick Favors,2019,0.042324338,3.822359754,3.864684092,6.357839883
Kay Felder,2017,-4.876681054,-1.000606701,-5.877287754,-0.612680411
Kay Felder,2018,-7.970200134,1.936410034,-6.0337901,-0.237507197
Cristiano Felicio,2016,-0.889415456,3.69431008,2.804894623,0.90295321
Cristiano Felicio,2017,-1.249970418,0.232494581,-1.017475837,0.973079967
Cristiano Felicio,2018,-5.505737438,-3.50090975,-9.006647188,-3.104465126
Cristiano Felicio,2019,-2.408120061,-3.8861379,-6.294257961,-1.342326568
Carrick Felix,2014,-2.504439437,1.092228239,-1.412211198,0.026525337
Raymond Felton,2014,0.02775381,-0.556637551,-0.528883741,2.267696242
Raymond Felton,2015,-0.845160558,1.420362921,0.575202363,0.53892488
Raymond Felton,2016,-0.387995117,-0.249323351,-0.637318469,2.565856749
Raymond Felton,2017,-2.235464567,0.183884844,-2.051579723,0.674170755
Raymond Felton,2018,-1.136789002,-0.436686433,-1.573475435,0.850888916
Raymond Felton,2019,-2.39365284,2.230969762,-0.162683078,0.589023243
Terrance Ferguson,2018,-1.941812713,-2.564826025,-4.506638739,-0.680012906
Terrance Ferguson,2019,-1.56247255,-1.579597721,-3.142070271,-0.420974705
Yogi Ferrell,2017,-0.818340995,-1.922230488,-2.740571483,0.041739463
Yogi Ferrell,2018,-0.627183849,1.207727276,0.580543428,3.844344256
Yogi Ferrell,2019,0.819232549,-0.055286934,0.763945615,1.894035834
Landry Fields,2014,-2.396490176,1.877853397,-0.518636779,0.389337025
Landry Fields,2015,-2.837713297,-2.710664498,-5.548377795,-0.307898853
Dorian Finney-Smith,2017,-2.569092242,0.787089046,-1.782003196,0.803267687
Dorian Finney-Smith,2018,-3.109069372,1.367466432,-1.74160294,0.230272295
Dorian Finney-Smith,2019,-2.077004922,1.678175374,-0.398829548,2.376237323
Derek Fisher,2014,-0.121090137,1.423010987,1.30192085,3.555724549
Bryn Forbes,2017,-3.996793261,-5.146668216,-9.143461477,-1.165016157
Bryn Forbes,2018,-0.952155487,-1.257152268,-2.209307755,0.426983311
Bryn Forbes,2019,0.326587932,-2.209899903,-1.883311971,1.123051273
Evan Fournier,2014,-1.429446653,-0.754465923,-2.183912576,0.437912241
Evan Fournier,2015,0.16793346,-1.547191302,-1.379257843,1.160070707
Evan Fournier,2016,1.674732855,-1.901972304,-0.227239449,3.298900023
Evan Fournier,2017,0.246039611,-0.408449323,-0.162409711,2.958528313
Evan Fournier,2018,1.8292429,-2.081834607,-0.252591707,2.363192342
Evan Fournier,2019,0.390855114,-0.586519922,-0.195664808,3.531016081
De'Aaron Fox,2018,-2.36299659,-1.984345876,-4.347342465,-1.666319743
De'Aaron Fox,2019,1.850909879,-0.111283064,1.739626815,5.951543743
Randy Foye,2014,2.07001736,-1.381271315,0.688746045,4.418907313
Randy Foye,2015,-0.312533801,-2.922157045,-3.234690846,-0.270974317
Randy Foye,2016,-1.774292374,-0.033583079,-1.807875453,0.866077929
Randy Foye,2017,-2.689148375,-1.686278264,-4.37542664,-1.070719821
Jamaal Franklin,2014,-2.4923861,-1.388178623,-3.880564723,-0.092829403
Jamaal Franklin,2015,-2.750930067,-17.25061278,-20.00154284,-0.119560284
Melvin Frazier Jr.,2019,-7.057208797,2.459693552,-4.597515245,-0.057349038
Tim Frazier,2015,-3.880206848,-0.319669015,-4.199875864,-0.167207262
Tim Frazier,2016,-0.866847881,-0.176111473,-1.042959354,0.617826107
Tim Frazier,2017,-0.546525613,-1.303085022,-1.849610635,0.698631351
Tim Frazier,2018,-1.221138784,0.909381963,-0.311756821,1.042674588
Tim Frazier,2019,-0.114429746,-2.315742369,-2.430172114,0.211834995
Jimmer Fredette,2014,2.677018462,-1.694893805,0.982124657,0.9863435
Jimmer Fredette,2015,-0.736971105,-3.04778675,-3.784757855,-0.269490441
Jimmer Fredette,2016,-14.33090104,-6.715314935,-21.04621597,-0.169635852
Jimmer Fredette,2019,-10.37652292,-6.897378568,-17.27390149,-0.477014362
Joel Freeland,2014,-2.011216098,-0.013507886,-2.024723984,0.264041077
Joel Freeland,2015,-2.00830702,2.940073504,0.931766485,1.170327736
Channing Frye,2014,1.966371743,0.440067369,2.406439112,6.072285205
Channing Frye,2015,-1.039897165,-1.212634464,-2.252531629,0.475323447
Channing Frye,2016,1.413515835,0.929497338,2.343013172,3.791166936
Channing Frye,2017,0.874803419,0.895189013,1.769992432,3.589023952
Channing Frye,2018,0.667027769,-0.255203711,0.411824057,1.119759227
Channing Frye,2019,-3.533367487,-7.891168839,-11.42453633,-1.504987605
Markelle Fultz,2018,-2.719689996,2.229451266,-0.49023873,0.31920183
Markelle Fultz,2019,-3.00506014,-0.205591388,-3.210651528,-0.099637976
Danilo Gallinari,2015,2.765614247,0.244970946,3.010585193,4.211029613
Danilo Gallinari,2016,3.002871656,-0.935688235,2.067183421,4.510366211
Danilo Gallinari,2017,2.637637805,-0.510733227,2.126904578,5.308113026
Danilo Gallinari,2018,0.427797459,2.505966486,2.933763945,1.941857244
Danilo Gallinari,2019,4.305740859,0.06919504,4.374935899,8.195913788
Langston Galloway,2015,-0.662010005,1.348801082,0.686791077,2.544133213
Langston Galloway,2016,-0.771733634,1.462014977,0.690281343,3.552672756
Langston Galloway,2017,-0.770914276,-0.069309906,-0.840224182,1.451779444
Langston Galloway,2018,-0.397324578,2.881800819,2.484476241,2.296792054
Langston Galloway,2019,-0.067679275,-0.824321361,-0.892000637,1.756105792
Francisco Garcia,2014,-0.423570216,-1.422935457,-1.846505674,0.511233199
Francisco Garcia,2015,-3.793891912,-1.827916898,-5.62180881,-0.292934645
Patricio Garino,2017,-11.0377803,-10.63427238,-21.67205268,-0.418480503
Kevin Garnett,2014,-3.663230814,2.990145082,-0.673085732,1.44223007
Kevin Garnett,2015,-1.510574183,2.807574542,1.297000359,1.943989074
Kevin Garnett,2016,-1.666096208,4.974173426,3.308077219,1.703361444
Billy Garrett,2019,-5.950892107,-5.714371297,-11.6652634,-0.283597588
Diante Garrett,2014,-3.9985031,-1.084317356,-5.082820457,-1.235093816
Marc Gasol,2014,-1.02674156,3.001670905,1.974929345,5.4484059
Marc Gasol,2015,1.357467162,2.951834991,4.309302153,11.18160504
Marc Gasol,2016,-1.531204211,2.569490597,1.038286386,3.423994657
Marc Gasol,2017,1.008072038,1.361160637,2.369232675,7.224406923
Marc Gasol,2018,-1.322328335,1.72539047,0.403062135,3.86072768
Marc Gasol,2019,-0.801287871,3.624534536,2.823246665,8.994060641
Pau Gasol,2014,-1.655132645,-0.785460636,-2.440593281,0.299498836
Pau Gasol,2015,0.265111323,0.789218581,1.054329904,5.900298463
Pau Gasol,2016,0.675637902,2.390007068,3.06564497,6.843043403
Pau Gasol,2017,1.3588828,1.57041406,2.92929686,5.795104704
Pau Gasol,2018,-0.941151556,0.859777597,-0.081373959,2.603868275
Pau Gasol,2019,-2.512898525,-0.629995788,-3.142894313,-0.068519515
Rudy Gay,2014,1.071735449,-0.473218254,0.598517194,4.319684347
Rudy Gay,2015,3.541634596,-1.116385561,2.425249036,6.409034263
Rudy Gay,2016,-0.294371415,-0.164941972,-0.459313386,2.792900797
Rudy Gay,2017,1.113369178,2.605354081,3.718723259,3.368650884
Rudy Gay,2018,0.733646891,1.319542695,2.053189586,3.40774823
Rudy Gay,2019,1.0092075,1.195299685,2.204507185,5.083692671
Michael Gbinije,2017,-5.814740449,-2.156548327,-7.971288776,-0.084070565
Alonzo Gee,2014,-3.300852499,-2.111005286,-5.411857785,-1.390884227
Alonzo Gee,2015,-2.185441559,-0.385179172,-2.570620731,0.058772545
Alonzo Gee,2016,-3.063930029,1.11484189,-1.949088139,0.667340473
Alonzo Gee,2017,-4.972503098,4.104939075,-0.867564023,0.085839713
Marcus Georges-Hunt,2017,-3.713680145,-7.880906012,-11.59458616,-0.217833259
Marcus Georges-Hunt,2018,-1.899535551,-1.590475208,-3.490010759,-0.076386134
Paul George,2014,2.969863372,3.033285771,6.003149143,16.70974488
Paul George,2015,0.744229616,5.577982406,6.322212022,0.42820922
Paul George,2016,3.542766354,2.613527014,6.156293368,14.62544724
Paul George,2017,2.410510111,0.175251312,2.585761423,7.850679142
Paul George,2018,1.723647599,1.542048709,3.265696308,9.806548616
Paul George,2019,5.333638945,4.206322803,9.539961748,19.41877202
Jonathan Gibson,2017,-4.939440608,-4.926288251,-9.865728859,-0.843867724
Jonathan Gibson,2018,6.363805411,-5.580439712,0.7833657,0.073252618
Taj Gibson,2014,-1.038717406,1.204321749,0.165604342,3.774274081
Taj Gibson,2015,-1.517758644,0.22243803,-1.295320614,1.416683641
Taj Gibson,2016,-0.659994439,0.196923921,-0.463070518,2.238069975
Taj Gibson,2017,-1.680494421,0.748826072,-0.931668349,1.95535149
Taj Gibson,2018,0.092282678,0.68178398,0.774066658,5.084257735
Taj Gibson,2019,0.363973256,-1.546470137,-1.182496881,1.341856127
Harry Giles III,2019,-3.489913876,-0.605261534,-4.09517541,-0.569878359
Shai Gilgeous-Alexander,2019,-0.911363472,-0.064278744,-0.975642216,2.128439394
Manu Ginobili,2014,4.12057805,1.739946902,5.860524952,9.734833531
Manu Ginobili,2015,1.867283814,1.544518696,3.41180251,5.523642751
Manu Ginobili,2016,2.216142838,3.323044051,5.539186889,5.733303458
Manu Ginobili,2017,1.067019301,2.547812714,3.614832015,5.238185254
Manu Ginobili,2018,0.704164906,0.541535075,1.245699981,2.926910458
Rudy Gobert,2014,-4.101361323,3.159998943,-0.94136238,0.402257682
Rudy Gobert,2015,-0.682596312,4.80917155,4.126575238,7.538518539
Rudy Gobert,2016,-1.09680396,3.47984999,2.38304603,5.042567262
Rudy Gobert,2017,0.958222523,5.559994099,6.518216622,14.06060434
Rudy Gobert,2018,-0.581535673,4.197939358,3.616403684,7.210859774
Rudy Gobert,2019,0.685698238,4.746979218,5.432677456,11.38291189
Ryan Gomes,2014,-7.409173496,3.302369695,-4.106803801,-0.023327876
Drew Gooden,2014,0.846420311,0.263130372,1.109550683,1.081329621
Drew Gooden,2015,0.007901991,0.988144469,0.99604646,1.995389574
Drew Gooden,2016,-4.768087186,-5.590878202,-10.35896539,-1.188486129
Archie Goodwin,2014,-3.493451873,-0.081273211,-3.574725084,-0.225969086
Archie Goodwin,2015,-3.23436424,-1.674054503,-4.908418742,-0.593904325
Archie Goodwin,2016,-0.740038008,-3.175963766,-3.916001774,-0.667468431
Archie Goodwin,2017,1.27936353,-3.092613243,-1.813249712,0.104377772
Brandon Goodwin,2019,-1.547948338,-3.161420559,-4.709368898,-0.056749395
Aaron Gordon,2015,-1.853828848,-0.014868085,-1.868696933,0.357701529
Aaron Gordon,2016,0.894396971,0.045811175,0.940208146,3.505305488
Aaron Gordon,2017,1.139264403,-0.278444652,0.860819751,4.228521971
Aaron Gordon,2018,0.133844135,1.572103506,1.705947641,4.354286776
Aaron Gordon,2019,0.054661144,0.322631076,0.37729222,4.422694818
Ben Gordon,2014,-5.180616494,0.106948893,-5.073667601,-0.333915595
Ben Gordon,2015,-1.527816225,-3.1523144,-4.680130625,-0.779323364
Drew Gordon,2015,-8.007526864,-3.687238976,-11.69476584,-0.326572087
Eric Gordon,2014,0.570065902,-3.899233568,-3.329167666,-0.612243671
Eric Gordon,2015,0.767923684,-2.521772214,-1.753848529,1.099684724
Eric Gordon,2016,0.505758188,-1.81790643,-1.312148243,1.090173943
Eric Gordon,2017,1.671419785,-1.073479153,0.597940632,4.652501062
Eric Gordon,2018,2.236374431,-1.518673201,0.71770123,4.802003508
Eric Gordon,2019,0.669789517,-2.119071608,-1.449282091,1.700508202
Marcin Gortat,2014,-0.338954994,2.647095531,2.308140537,7.866528696
Marcin Gortat,2015,-0.197770464,3.198363918,3.000593454,8.092242126
Marcin Gortat,2016,-0.940565089,3.278591172,2.338026083,5.834971288
Marcin Gortat,2017,-1.176577154,0.204787657,-0.971789497,2.716808599
Marcin Gortat,2018,-1.761229579,1.333243676,-0.427985903,2.632330105
Marcin Gortat,2019,-3.579926533,0.746637246,-2.833289287,-0.031888405
Andrew Goudelock,2016,-2.3044184,5.450970388,3.146551989,0.189572901
Devonte' Graham,2019,-0.853508666,-1.116983356,-1.970492022,0.266698049
Treveon Graham,2017,-1.472457294,-4.345836276,-5.81829357,-0.293279971
Treveon Graham,2018,-0.81649671,-1.256883954,-2.073380663,0.360133586
Treveon Graham,2019,-1.834682236,1.760981312,-0.073700924,1.088535362
Danny Granger,2014,-2.273345468,0.901734937,-1.371610531,0.699974344
